what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331422795400
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331422795502
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331422801226
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331422804199
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331422806941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331422825502
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331422831832
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331422831936
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331422833819
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331422835771
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331422843154
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331422849086
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331422849857
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1331422861333
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331422863045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331422992507
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331422992851
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331422992886
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1331423005929
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.1.v201108080010,"org.eclipse.jpt.jaxb.ui",1331423005970
started,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1331423005991
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1331423006057
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1331423006070
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20110728_r371,"org.eclipse.pde.api.tools",1331423006133
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1331423006134
started,bundle,org.eclipse.jpt.jaxb.core,1.0.1.v201108080010,"org.eclipse.jpt.jaxb.core",1331423006250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331423011998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331423014595
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331423015809
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331423018585
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331423018671
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1331423044500
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331423053227
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331423054265
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1331423062456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331423062612
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331423065132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331423065241
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331423077749
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331423087249
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331423118411
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1331423119131
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331423122549
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331423123671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331423124696
